_id,DATE,BEDS_ICU_TOTAL,BEDS_ICU_OCCUPIED_COVID_19,BEDS_ICU_NO_OCCUPIED_COVID_19,BEDS_AVAILABLE_ICU_BEDS_TOTAL,VENTS_TOTAL,VENTS_ALL_USE_COVID_19,VENTS_NON_COVID_PTS_ON_VENTS,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,PCT_BEDS_ICU_OCCUPIED_COVID_19,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,PCT_VENTS_ALL_USE_COVID_19,PCT_VENTS_NON_COVID_PTS_ON_VENTS,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE
164,2020-08-08T00:00:00,2264,289,1140,835,2896,78,427,2391,12.769999999999999573674358543939888477325439453125,50.35000000000000142108547152020037174224853515625,36.88000000000000255795384873636066913604736328125,2.689999999999999946709294817992486059665679931640625,14.7400000000000002131628207280300557613372802734375,82.56000000000000227373675443232059478759765625
165,2020-08-09T00:00:00,2265,305,1085,875,2896,81,425,2390,13.4700000000000006394884621840901672840118408203125,47.89999999999999857891452847979962825775146484375,38.63000000000000255795384873636066913604736328125,2.79999999999999982236431605997495353221893310546875,14.67999999999999971578290569595992565155029296875,82.530000000000001136868377216160297393798828125
166,2020-08-10T00:00:00,2240,327,1093,820,2896,87,439,2370,14.5999999999999996447286321199499070644378662109375,48.78999999999999914734871708787977695465087890625,36.6099999999999994315658113919198513031005859375,3,15.160000000000000142108547152020037174224853515625,81.840000000000003410605131648480892181396484375
167,2020-08-11T00:00:00,2267,294,1199,774,2896,84,448,2364,12.9700000000000006394884621840901672840118408203125,52.8900000000000005684341886080801486968994140625,34.1400000000000005684341886080801486968994140625,2.899999999999999911182158029987476766109466552734375,15.4700000000000006394884621840901672840118408203125,81.6299999999999954525264911353588104248046875
168,2020-08-12T00:00:00,2270,290,1231,749,2896,86,492,2318,12.7799999999999993605115378159098327159881591796875,54.22999999999999687361196265555918216705322265625,33,2.970000000000000195399252334027551114559173583984375,16.989999999999998436805981327779591083526611328125,80.0400000000000062527760746888816356658935546875
169,2020-08-13T00:00:00,2263,291,1229,743,2896,80,502,2314,12.8599999999999994315658113919198513031005859375,54.31000000000000227373675443232059478759765625,32.8299999999999982946974341757595539093017578125,2.7599999999999997868371792719699442386627197265625,17.3299999999999982946974341757595539093017578125,79.900000000000005684341886080801486968994140625
170,2020-08-14T00:00:00,2296,267,1221,808,2896,88,471,2337,11.6300000000000007815970093361102044582366943359375,53.17999999999999971578290569595992565155029296875,35.18999999999999772626324556767940521240234375,3.04000000000000003552713678800500929355621337890625,16.260000000000001563194018672220408916473388671875,80.7000000000000028421709430404007434844970703125
171,2020-08-15T00:00:00,2280,265,1211,804,2896,92,432,2372,11.6199999999999992184029906638897955417633056640625,53.1099999999999994315658113919198513031005859375,35.25999999999999801048033987171947956085205078125,3.180000000000000159872115546022541821002960205078125,14.9199999999999999289457264239899814128875732421875,81.909999999999996589394868351519107818603515625
172,2020-08-16T00:00:00,2290,262,1199,829,2896,95,437,2364,11.4399999999999995026200849679298698902130126953125,52.3599999999999994315658113919198513031005859375,36.2000000000000028421709430404007434844970703125,3.279999999999999804600747665972448885440826416015625,15.089999999999999857891452847979962825775146484375,81.6299999999999954525264911353588104248046875
173,2020-08-17T00:00:00,2303,251,1165,887,2896,94,437,2365,10.9000000000000003552713678800500929355621337890625,50.590000000000003410605131648480892181396484375,38.50999999999999801048033987171947956085205078125,3.25,15.089999999999999857891452847979962825775146484375,81.659999999999996589394868351519107818603515625
174,2020-08-18T00:00:00,2314,249,1260,805,2896,88,452,2356,10.7599999999999997868371792719699442386627197265625,54.4500000000000028421709430404007434844970703125,34.78999999999999914734871708787977695465087890625,3.04000000000000003552713678800500929355621337890625,15.6099999999999994315658113919198513031005859375,81.349999999999994315658113919198513031005859375
175,2020-08-19T00:00:00,2306,257,1261,788,2896,78,471,2347,11.1400000000000005684341886080801486968994140625,54.67999999999999971578290569595992565155029296875,34.1700000000000017053025658242404460906982421875,2.689999999999999946709294817992486059665679931640625,16.260000000000001563194018672220408916473388671875,81.0400000000000062527760746888816356658935546875
176,2020-08-20T00:00:00,2307,252,1208,847,2896,81,437,2378,10.9199999999999999289457264239899814128875732421875,52.3599999999999994315658113919198513031005859375,36.71000000000000085265128291212022304534912109375,2.79999999999999982236431605997495353221893310546875,15.089999999999999857891452847979962825775146484375,82.1099999999999994315658113919198513031005859375
177,2020-08-21T00:00:00,2334,235,1221,878,2896,76,413,2407,10.07000000000000028421709430404007434844970703125,52.31000000000000227373675443232059478759765625,37.61999999999999744204615126363933086395263671875,2.62000000000000010658141036401502788066864013671875,14.2599999999999997868371792719699442386627197265625,83.1099999999999994315658113919198513031005859375
178,2020-08-22T00:00:00,2314,252,1108,954,2896,70,425,2401,10.8900000000000005684341886080801486968994140625,47.88000000000000255795384873636066913604736328125,41.22999999999999687361196265555918216705322265625,2.4199999999999999289457264239899814128875732421875,14.67999999999999971578290569595992565155029296875,82.909999999999996589394868351519107818603515625
179,2020-08-23T00:00:00,2312,248,1049,1015,2896,75,397,2424,10.730000000000000426325641456060111522674560546875,45.36999999999999744204615126363933086395263671875,43.89999999999999857891452847979962825775146484375,2.589999999999999857891452847979962825775146484375,13.71000000000000085265128291212022304534912109375,83.7000000000000028421709430404007434844970703125
180,2020-08-24T00:00:00,2313,276,1069,968,2896,77,402,2417,11.92999999999999971578290569595992565155029296875,46.219999999999998863131622783839702606201171875,41.85000000000000142108547152020037174224853515625,2.660000000000000142108547152020037174224853515625,13.8800000000000007815970093361102044582366943359375,83.4599999999999937472239253111183643341064453125
181,2020-08-25T00:00:00,2329,283,1190,856,2896,75,410,2411,12.1500000000000003552713678800500929355621337890625,51.090000000000003410605131648480892181396484375,36.75,2.589999999999999857891452847979962825775146484375,14.160000000000000142108547152020037174224853515625,83.25
182,2020-08-26T00:00:00,2344,279,1226,839,2896,71,410,2415,11.9000000000000003552713678800500929355621337890625,52.2999999999999971578290569595992565155029296875,35.78999999999999914734871708787977695465087890625,2.45000000000000017763568394002504646778106689453125,14.160000000000000142108547152020037174224853515625,83.3900000000000005684341886080801486968994140625
183,2020-08-27T00:00:00,2352,281,1189,882,2896,67,401,2428,11.949999999999999289457264239899814128875732421875,50.5499999999999971578290569595992565155029296875,37.5,2.310000000000000053290705182007513940334320068359375,13.8499999999999996447286321199499070644378662109375,83.840000000000003410605131648480892181396484375
184,2020-08-28T00:00:00,2344,278,1222,844,2896,72,415,2409,11.8599999999999994315658113919198513031005859375,52.13000000000000255795384873636066913604736328125,36.00999999999999801048033987171947956085205078125,2.4900000000000002131628207280300557613372802734375,14.3300000000000000710542735760100185871124267578125,83.18000000000000682121026329696178436279296875
185,2020-08-29T00:00:00,2341,267,1157,917,2896,79,400,2417,11.410000000000000142108547152020037174224853515625,49.4200000000000017053025658242404460906982421875,39.1700000000000017053025658242404460906982421875,2.729999999999999982236431605997495353221893310546875,13.8100000000000004973799150320701301097869873046875,83.4599999999999937472239253111183643341064453125
186,2020-08-30T00:00:00,2344,222,1155,967,2896,79,410,2407,9.4700000000000006394884621840901672840118408203125,49.27000000000000312638803734444081783294677734375,41.25,2.729999999999999982236431605997495353221893310546875,14.160000000000000142108547152020037174224853515625,83.1099999999999994315658113919198513031005859375
187,2020-08-31T00:00:00,2359,239,1123,997,2896,74,402,2420,10.1300000000000007815970093361102044582366943359375,47.60000000000000142108547152020037174224853515625,42.25999999999999801048033987171947956085205078125,2.560000000000000053290705182007513940334320068359375,13.8800000000000007815970093361102044582366943359375,83.56000000000000227373675443232059478759765625
188,2020-09-01T00:00:00,2348,247,1162,939,2896,69,446,2381,10.519999999999999573674358543939888477325439453125,49.49000000000000198951966012828052043914794921875,39.99000000000000198951966012828052043914794921875,2.37999999999999989341858963598497211933135986328125,15.4000000000000003552713678800500929355621337890625,82.219999999999998863131622783839702606201171875
189,2020-09-02T00:00:00,2340,257,1170,913,2896,79,432,2385,10.980000000000000426325641456060111522674560546875,50,39.02000000000000312638803734444081783294677734375,2.729999999999999982236431605997495353221893310546875,14.9199999999999999289457264239899814128875732421875,82.349999999999994315658113919198513031005859375
190,2020-09-03T00:00:00,2341,262,1153,926,2896,78,435,2383,11.1899999999999995026200849679298698902130126953125,49.25,39.56000000000000227373675443232059478759765625,2.689999999999999946709294817992486059665679931640625,15.019999999999999573674358543939888477325439453125,82.2900000000000062527760746888816356658935546875
191,2020-09-04T00:00:00,2342,249,1174,919,2896,77,445,2374,10.6300000000000007815970093361102044582366943359375,50.13000000000000255795384873636066913604736328125,39.24000000000000198951966012828052043914794921875,2.660000000000000142108547152020037174224853515625,15.3699999999999992184029906638897955417633056640625,81.9800000000000039790393202565610408782958984375
192,2020-09-05T00:00:00,2336,232,1151,953,2896,70,467,2359,9.92999999999999971578290569595992565155029296875,49.27000000000000312638803734444081783294677734375,40.7999999999999971578290569595992565155029296875,2.4199999999999999289457264239899814128875732421875,16.129999999999999005240169935859739780426025390625,81.4599999999999937472239253111183643341064453125
193,2020-09-06T00:00:00,2329,236,1110,983,2896,63,460,2373,10.1300000000000007815970093361102044582366943359375,47.659999999999996589394868351519107818603515625,42.21000000000000085265128291212022304534912109375,2.180000000000000159872115546022541821002960205078125,15.8800000000000007815970093361102044582366943359375,81.93999999999999772626324556767940521240234375
194,2020-09-07T00:00:00,2330,246,1072,1012,2896,65,447,2384,10.5600000000000004973799150320701301097869873046875,46.00999999999999801048033987171947956085205078125,43.42999999999999971578290569595992565155029296875,2.2400000000000002131628207280300557613372802734375,15.4399999999999995026200849679298698902130126953125,82.31999999999999317878973670303821563720703125
195,2020-09-08T00:00:00,2328,229,1091,1008,2896,70,454,2372,9.839999999999999857891452847979962825775146484375,46.8599999999999994315658113919198513031005859375,43.2999999999999971578290569595992565155029296875,2.4199999999999999289457264239899814128875732421875,15.67999999999999971578290569595992565155029296875,81.909999999999996589394868351519107818603515625
196,2020-09-09T00:00:00,2311,239,1155,917,2896,68,473,2355,10.339999999999999857891452847979962825775146484375,49.97999999999999687361196265555918216705322265625,39.67999999999999971578290569595992565155029296875,2.350000000000000088817841970012523233890533447265625,16.3299999999999982946974341757595539093017578125,81.31999999999999317878973670303821563720703125
197,2020-09-10T00:00:00,2307,225,1220,862,2896,68,475,2353,9.75,52.88000000000000255795384873636066913604736328125,37.3599999999999994315658113919198513031005859375,2.350000000000000088817841970012523233890533447265625,16.39999999999999857891452847979962825775146484375,81.25
198,2020-09-11T00:00:00,2301,234,1185,882,2896,70,485,2341,10.1699999999999999289457264239899814128875732421875,51.5,38.3299999999999982946974341757595539093017578125,2.4199999999999999289457264239899814128875732421875,16.75,80.840000000000003410605131648480892181396484375
199,2020-09-12T00:00:00,2282,219,1168,895,2896,72,491,2333,9.5999999999999996447286321199499070644378662109375,51.17999999999999971578290569595992565155029296875,39.219999999999998863131622783839702606201171875,2.4900000000000002131628207280300557613372802734375,16.949999999999999289457264239899814128875732421875,80.56000000000000227373675443232059478759765625
200,2020-09-13T00:00:00,2284,230,1104,950,2896,74,481,2341,10.07000000000000028421709430404007434844970703125,48.340000000000003410605131648480892181396484375,41.590000000000003410605131648480892181396484375,2.560000000000000053290705182007513940334320068359375,16.6099999999999994315658113919198513031005859375,80.840000000000003410605131648480892181396484375
201,2020-09-14T00:00:00,2282,230,1109,943,2896,68,471,2357,10.0800000000000000710542735760100185871124267578125,48.60000000000000142108547152020037174224853515625,41.32000000000000028421709430404007434844970703125,2.350000000000000088817841970012523233890533447265625,16.260000000000001563194018672220408916473388671875,81.3900000000000005684341886080801486968994140625
202,2020-09-15T00:00:00,2287,237,1159,891,2896,68,474,2354,10.3599999999999994315658113919198513031005859375,50.67999999999999971578290569595992565155029296875,38.96000000000000085265128291212022304534912109375,2.350000000000000088817841970012523233890533447265625,16.370000000000000994759830064140260219573974609375,81.280000000000001136868377216160297393798828125
203,2020-09-16T00:00:00,2315,241,1182,892,2896,72,475,2349,10.410000000000000142108547152020037174224853515625,51.06000000000000227373675443232059478759765625,38.530000000000001136868377216160297393798828125,2.4900000000000002131628207280300557613372802734375,16.39999999999999857891452847979962825775146484375,81.1099999999999994315658113919198513031005859375
204,2020-09-17T00:00:00,2300,235,1194,871,2896,76,480,2340,10.2200000000000006394884621840901672840118408203125,51.909999999999996589394868351519107818603515625,37.86999999999999744204615126363933086395263671875,2.62000000000000010658141036401502788066864013671875,16.57000000000000028421709430404007434844970703125,80.7999999999999971578290569595992565155029296875
205,2020-09-18T00:00:00,2299,239,1165,895,2896,74,450,2372,10.4000000000000003552713678800500929355621337890625,50.6700000000000017053025658242404460906982421875,38.92999999999999971578290569595992565155029296875,2.560000000000000053290705182007513940334320068359375,15.53999999999999914734871708787977695465087890625,81.909999999999996589394868351519107818603515625
206,2020-09-19T00:00:00,2300,218,1099,983,2896,72,455,2369,9.480000000000000426325641456060111522674560546875,47.780000000000001136868377216160297393798828125,42.74000000000000198951966012828052043914794921875,2.4900000000000002131628207280300557613372802734375,15.71000000000000085265128291212022304534912109375,81.7999999999999971578290569595992565155029296875
207,2020-09-20T00:00:00,2300,228,1062,1010,2896,72,438,2386,9.910000000000000142108547152020037174224853515625,46.1700000000000017053025658242404460906982421875,43.909999999999996589394868351519107818603515625,2.4900000000000002131628207280300557613372802734375,15.1199999999999992184029906638897955417633056640625,82.3900000000000005684341886080801486968994140625
208,2020-09-21T00:00:00,2312,254,1009,1049,2896,79,431,2386,10.9900000000000002131628207280300557613372802734375,43.6400000000000005684341886080801486968994140625,45.36999999999999744204615126363933086395263671875,2.729999999999999982236431605997495353221893310546875,14.8800000000000007815970093361102044582366943359375,82.3900000000000005684341886080801486968994140625
209,2020-09-22T00:00:00,2308,272,1094,942,2896,78,460,2358,11.78999999999999914734871708787977695465087890625,47.39999999999999857891452847979962825775146484375,40.81000000000000227373675443232059478759765625,2.689999999999999946709294817992486059665679931640625,15.8800000000000007815970093361102044582366943359375,81.4200000000000017053025658242404460906982421875
210,2020-09-23T00:00:00,2314,261,1142,911,2896,83,461,2352,11.2799999999999993605115378159098327159881591796875,49.35000000000000142108547152020037174224853515625,39.36999999999999744204615126363933086395263671875,2.87000000000000010658141036401502788066864013671875,15.9199999999999999289457264239899814128875732421875,81.219999999999998863131622783839702606201171875
211,2020-09-24T00:00:00,2331,258,1181,892,2896,83,469,2344,11.07000000000000028421709430404007434844970703125,50.659999999999996589394868351519107818603515625,38.27000000000000312638803734444081783294677734375,2.87000000000000010658141036401502788066864013671875,16.190000000000001278976924368180334568023681640625,80.93999999999999772626324556767940521240234375
212,2020-09-25T00:00:00,2311,259,1160,892,2896,92,452,2352,11.21000000000000085265128291212022304534912109375,50.18999999999999772626324556767940521240234375,38.60000000000000142108547152020037174224853515625,3.180000000000000159872115546022541821002960205078125,15.6099999999999994315658113919198513031005859375,81.219999999999998863131622783839702606201171875
213,2020-09-26T00:00:00,2301,282,1115,904,2896,92,461,2343,12.2599999999999997868371792719699442386627197265625,48.46000000000000085265128291212022304534912109375,39.28999999999999914734871708787977695465087890625,3.180000000000000159872115546022541821002960205078125,15.9199999999999999289457264239899814128875732421875,80.900000000000005684341886080801486968994140625
214,2020-09-27T00:00:00,2301,299,1072,930,2896,93,425,2378,12.9900000000000002131628207280300557613372802734375,46.590000000000003410605131648480892181396484375,40.4200000000000017053025658242404460906982421875,3.20999999999999996447286321199499070644378662109375,14.67999999999999971578290569595992565155029296875,82.1099999999999994315658113919198513031005859375
215,2020-09-28T00:00:00,2307,288,1074,945,2896,94,430,2372,12.480000000000000426325641456060111522674560546875,46.5499999999999971578290569595992565155029296875,40.96000000000000085265128291212022304534912109375,3.25,14.8499999999999996447286321199499070644378662109375,81.909999999999996589394868351519107818603515625
216,2020-09-29T00:00:00,2222,265,1144,813,2896,96,478,2322,11.92999999999999971578290569595992565155029296875,51.49000000000000198951966012828052043914794921875,36.590000000000003410605131648480892181396484375,3.310000000000000053290705182007513940334320068359375,16.510000000000001563194018672220408916473388671875,80.18000000000000682121026329696178436279296875
217,2020-09-30T00:00:00,2233,265,1118,850,2896,102,481,2313,11.8699999999999992184029906638897955417633056640625,50.07000000000000028421709430404007434844970703125,38.07000000000000028421709430404007434844970703125,3.520000000000000017763568394002504646778106689453125,16.6099999999999994315658113919198513031005859375,79.8700000000000045474735088646411895751953125
218,2020-10-01T00:00:00,2234,292,1195,747,2896,102,480,2314,13.07000000000000028421709430404007434844970703125,53.49000000000000198951966012828052043914794921875,33.43999999999999772626324556767940521240234375,3.520000000000000017763568394002504646778106689453125,16.57000000000000028421709430404007434844970703125,79.900000000000005684341886080801486968994140625
219,2020-10-02T00:00:00,2238,281,1187,770,2896,104,449,2343,12.5600000000000004973799150320701301097869873046875,53.03999999999999914734871708787977695465087890625,34.409999999999996589394868351519107818603515625,3.589999999999999857891452847979962825775146484375,15.5,80.900000000000005684341886080801486968994140625
220,2020-10-03T00:00:00,2233,279,1156,798,2896,102,462,2332,12.4900000000000002131628207280300557613372802734375,51.77000000000000312638803734444081783294677734375,35.74000000000000198951966012828052043914794921875,3.520000000000000017763568394002504646778106689453125,15.949999999999999289457264239899814128875732421875,80.5199999999999960209606797434389591217041015625
221,2020-10-04T00:00:00,2239,308,1115,816,2896,103,469,2324,13.7599999999999997868371792719699442386627197265625,49.7999999999999971578290569595992565155029296875,36.43999999999999772626324556767940521240234375,3.560000000000000053290705182007513940334320068359375,16.190000000000001278976924368180334568023681640625,80.25
222,2020-10-05T00:00:00,2244,333,1094,817,2890,103,458,2329,14.839999999999999857891452847979962825775146484375,48.75,36.409999999999996589394868351519107818603515625,3.560000000000000053290705182007513940334320068359375,15.8499999999999996447286321199499070644378662109375,80.590000000000003410605131648480892181396484375
223,2020-10-06T00:00:00,2242,333,1160,749,2890,101,485,2304,14.8499999999999996447286321199499070644378662109375,51.74000000000000198951966012828052043914794921875,33.409999999999996589394868351519107818603515625,3.4900000000000002131628207280300557613372802734375,16.780000000000001136868377216160297393798828125,79.719999999999998863131622783839702606201171875
224,2020-10-07T00:00:00,2240,342,1169,729,2890,107,489,2294,15.269999999999999573674358543939888477325439453125,52.18999999999999772626324556767940521240234375,32.53999999999999914734871708787977695465087890625,3.70000000000000017763568394002504646778106689453125,16.9200000000000017053025658242404460906982421875,79.3799999999999954525264911353588104248046875
225,2020-10-08T00:00:00,2219,357,1189,673,2890,116,497,2277,16.089999999999999857891452847979962825775146484375,53.5799999999999982946974341757595539093017578125,30.3299999999999982946974341757595539093017578125,4.0099999999999997868371792719699442386627197265625,17.199999999999999289457264239899814128875732421875,78.7900000000000062527760746888816356658935546875
226,2020-10-09T00:00:00,2232,339,1172,721,2890,115,510,2265,15.1899999999999995026200849679298698902130126953125,52.50999999999999801048033987171947956085205078125,32.2999999999999971578290569595992565155029296875,3.979999999999999982236431605997495353221893310546875,17.64999999999999857891452847979962825775146484375,78.3700000000000045474735088646411895751953125
227,2020-10-10T00:00:00,2243,349,1122,772,2890,119,508,2263,15.5600000000000004973799150320701301097869873046875,50.02000000000000312638803734444081783294677734375,34.4200000000000017053025658242404460906982421875,4.12000000000000010658141036401502788066864013671875,17.5799999999999982946974341757595539093017578125,78.2999999999999971578290569595992565155029296875
228,2020-10-11T00:00:00,2215,346,1081,788,2890,122,495,2273,15.6199999999999992184029906638897955417633056640625,48.7999999999999971578290569595992565155029296875,35.5799999999999982946974341757595539093017578125,4.21999999999999975131004248396493494510650634765625,17.129999999999999005240169935859739780426025390625,78.650000000000005684341886080801486968994140625
229,2020-10-12T00:00:00,2221,382,1068,771,2890,132,492,2266,17.199999999999999289457264239899814128875732421875,48.090000000000003410605131648480892181396484375,34.71000000000000085265128291212022304534912109375,4.57000000000000028421709430404007434844970703125,17.019999999999999573674358543939888477325439453125,78.409999999999996589394868351519107818603515625
