_id,DISTRICT,DATE,COVID_COUNT,COVID_DEATHS,COVID_TEST
1,1,2020-02-29T00:00:00,0,0,0
2,1,2020-03-02T00:00:00,0,0,0
3,1,2020-03-03T00:00:00,0,0,0
4,1,2020-03-04T00:00:00,0,0,0
5,1,2020-03-05T00:00:00,0,0,0
6,1,2020-03-06T00:00:00,0,0,0
7,1,2020-03-07T00:00:00,0,0,1
8,1,2020-03-08T00:00:00,0,0,0
9,1,2020-03-09T00:00:00,0,0,0
10,1,2020-03-10T00:00:00,0,0,3
11,1,2020-03-11T00:00:00,0,0,3
12,1,2020-03-12T00:00:00,0,0,26
13,1,2020-03-13T00:00:00,1,0,16
14,1,2020-03-14T00:00:00,0,0,155
15,1,2020-03-15T00:00:00,0,0,23
16,1,2020-03-16T00:00:00,2,0,77
17,1,2020-03-17T00:00:00,1,0,121
18,1,2020-03-18T00:00:00,1,0,188
19,1,2020-03-19T00:00:00,2,0,198
20,1,2020-03-20T00:00:00,2,0,181
21,1,2020-03-21T00:00:00,3,0,92
22,1,2020-03-22T00:00:00,1,0,89
23,1,2020-03-23T00:00:00,7,0,181
24,1,2020-03-24T00:00:00,5,0,127
25,1,2020-03-25T00:00:00,14,1,187
26,1,2020-03-26T00:00:00,18,1,188
27,1,2020-03-27T00:00:00,30,0,245
28,1,2020-03-28T00:00:00,24,0,114
29,1,2020-03-29T00:00:00,13,4,88
30,1,2020-03-30T00:00:00,59,2,312
31,1,2020-03-31T00:00:00,43,2,314
32,1,2020-04-01T00:00:00,47,0,279
33,1,2020-04-02T00:00:00,45,2,251
34,1,2020-04-03T00:00:00,78,2,265
35,1,2020-04-04T00:00:00,33,0,109
36,1,2020-04-05T00:00:00,54,2,96
37,1,2020-04-06T00:00:00,61,3,297
38,1,2020-04-07T00:00:00,45,5,279
39,1,2020-04-08T00:00:00,76,5,457
40,1,2020-04-09T00:00:00,52,6,494
41,1,2020-04-10T00:00:00,116,2,481
42,1,2020-04-11T00:00:00,96,2,281
43,1,2020-04-12T00:00:00,54,5,71
44,1,2020-04-13T00:00:00,37,6,444
45,1,2020-04-14T00:00:00,67,7,509
46,1,2020-04-15T00:00:00,188,2,451
47,1,2020-04-16T00:00:00,77,3,565
48,1,2020-04-17T00:00:00,88,5,515
49,1,2020-04-18T00:00:00,24,3,184
50,1,2020-04-19T00:00:00,83,6,137
51,1,2020-04-20T00:00:00,54,2,598
52,1,2020-04-21T00:00:00,87,4,515
53,1,2020-04-22T00:00:00,69,5,388
54,1,2020-04-23T00:00:00,109,4,308
55,1,2020-04-24T00:00:00,88,4,252
56,1,2020-04-25T00:00:00,51,2,239
57,1,2020-04-26T00:00:00,60,5,361
58,1,2020-04-27T00:00:00,159,5,664
59,1,2020-04-28T00:00:00,89,2,564
60,1,2020-04-29T00:00:00,74,3,538
61,1,2020-04-30T00:00:00,94,10,671
62,1,2020-05-01T00:00:00,80,6,710
63,1,2020-05-02T00:00:00,69,4,347
64,1,2020-05-03T00:00:00,71,2,340
65,1,2020-05-04T00:00:00,85,2,810
66,1,2020-05-05T00:00:00,103,6,1085
67,1,2020-05-06T00:00:00,79,7,608
68,1,2020-05-07T00:00:00,92,7,807
69,1,2020-05-08T00:00:00,54,6,944
70,1,2020-05-09T00:00:00,63,4,670
71,1,2020-05-10T00:00:00,56,8,265
72,1,2020-05-11T00:00:00,84,6,875
73,1,2020-05-12T00:00:00,74,5,924
74,1,2020-05-13T00:00:00,111,4,612
75,1,2020-05-14T00:00:00,83,3,970
76,1,2020-05-15T00:00:00,75,7,1278
77,1,2020-05-16T00:00:00,41,7,615
78,1,2020-05-17T00:00:00,56,4,473
79,1,2020-05-18T00:00:00,65,7,891
80,1,2020-05-19T00:00:00,98,6,679
81,1,2020-05-20T00:00:00,79,6,890
82,1,2020-05-21T00:00:00,77,5,936
83,1,2020-05-22T00:00:00,84,3,1205
84,1,2020-05-23T00:00:00,89,3,593
85,1,2020-05-24T00:00:00,63,3,359
86,1,2020-05-25T00:00:00,34,2,244
87,1,2020-05-26T00:00:00,41,4,696
88,1,2020-05-27T00:00:00,166,2,783
89,1,2020-05-28T00:00:00,58,2,1110
90,1,2020-05-29T00:00:00,60,6,1032
91,1,2020-05-30T00:00:00,53,2,470
92,1,2020-05-31T00:00:00,33,3,347
93,1,2020-06-01T00:00:00,53,4,857
94,1,2020-06-02T00:00:00,127,4,519
95,1,2020-06-03T00:00:00,48,3,512
96,1,2020-06-04T00:00:00,53,2,512
97,1,2020-06-05T00:00:00,52,2,47
98,1,2020-06-06T00:00:00,34,0,4
99,2,2020-02-29T00:00:00,0,0,0
100,2,2020-03-02T00:00:00,0,0,0
101,2,2020-03-03T00:00:00,0,0,0
102,2,2020-03-04T00:00:00,0,0,0
103,2,2020-03-05T00:00:00,0,0,1
104,2,2020-03-06T00:00:00,0,0,0
105,2,2020-03-07T00:00:00,0,0,0
106,2,2020-03-08T00:00:00,0,0,1
107,2,2020-03-09T00:00:00,0,0,2
108,2,2020-03-10T00:00:00,0,0,2
109,2,2020-03-11T00:00:00,0,0,10
110,2,2020-03-12T00:00:00,1,0,31
111,2,2020-03-13T00:00:00,0,0,55
112,2,2020-03-14T00:00:00,0,0,37
113,2,2020-03-15T00:00:00,0,0,32
114,2,2020-03-16T00:00:00,0,0,136
115,2,2020-03-17T00:00:00,0,0,111
116,2,2020-03-18T00:00:00,2,0,88
117,2,2020-03-19T00:00:00,3,0,117
118,2,2020-03-20T00:00:00,1,0,107
119,2,2020-03-21T00:00:00,2,0,52
120,2,2020-03-22T00:00:00,4,0,40
121,2,2020-03-23T00:00:00,7,1,130
122,2,2020-03-24T00:00:00,5,0,97
123,2,2020-03-25T00:00:00,5,0,147
124,2,2020-03-26T00:00:00,12,0,128
125,2,2020-03-27T00:00:00,7,0,114
126,2,2020-03-28T00:00:00,2,0,46
127,2,2020-03-29T00:00:00,6,1,35
128,2,2020-03-30T00:00:00,22,1,140
129,2,2020-03-31T00:00:00,9,0,100
130,2,2020-04-01T00:00:00,15,1,117
131,2,2020-04-02T00:00:00,13,0,141
132,2,2020-04-03T00:00:00,23,0,118
133,2,2020-04-04T00:00:00,21,0,61
134,2,2020-04-05T00:00:00,17,1,70
135,2,2020-04-06T00:00:00,26,0,149
136,2,2020-04-07T00:00:00,20,0,173
137,2,2020-04-08T00:00:00,19,1,128
138,2,2020-04-09T00:00:00,25,0,169
139,2,2020-04-10T00:00:00,22,1,144
140,2,2020-04-11T00:00:00,26,1,83
141,2,2020-04-12T00:00:00,11,1,122
142,2,2020-04-13T00:00:00,55,1,342
143,2,2020-04-14T00:00:00,45,0,482
144,2,2020-04-15T00:00:00,50,2,438
145,2,2020-04-16T00:00:00,60,0,467
146,2,2020-04-17T00:00:00,54,1,324
147,2,2020-04-18T00:00:00,19,1,176
148,2,2020-04-19T00:00:00,24,1,197
149,2,2020-04-20T00:00:00,37,0,559
150,2,2020-04-21T00:00:00,29,1,440
151,2,2020-04-22T00:00:00,40,3,483
152,2,2020-04-23T00:00:00,59,0,613
153,2,2020-04-24T00:00:00,64,2,444
154,2,2020-04-25T00:00:00,48,3,189
155,2,2020-04-26T00:00:00,30,2,167
156,2,2020-04-27T00:00:00,45,4,584
157,2,2020-04-28T00:00:00,36,0,602
158,2,2020-04-29T00:00:00,24,0,741
159,2,2020-04-30T00:00:00,26,3,684
160,2,2020-05-01T00:00:00,7,3,609
161,2,2020-05-02T00:00:00,34,2,273
162,2,2020-05-03T00:00:00,21,5,163
163,2,2020-05-04T00:00:00,41,0,627
164,2,2020-05-05T00:00:00,48,5,620
165,2,2020-05-06T00:00:00,45,0,654
166,2,2020-05-07T00:00:00,64,1,818
167,2,2020-05-08T00:00:00,41,1,677
168,2,2020-05-09T00:00:00,75,1,298
169,2,2020-05-10T00:00:00,37,1,145
170,2,2020-05-11T00:00:00,58,3,864
171,2,2020-05-12T00:00:00,30,1,780
172,2,2020-05-13T00:00:00,92,2,741
173,2,2020-05-14T00:00:00,50,0,739
174,2,2020-05-15T00:00:00,67,1,1005
175,2,2020-05-16T00:00:00,56,1,279
176,2,2020-05-17T00:00:00,37,0,225
177,2,2020-05-18T00:00:00,80,3,960
178,2,2020-05-19T00:00:00,97,2,937
179,2,2020-05-20T00:00:00,93,0,871
180,2,2020-05-21T00:00:00,79,2,900
181,2,2020-05-22T00:00:00,85,0,1060
182,2,2020-05-23T00:00:00,88,2,309
183,2,2020-05-24T00:00:00,43,0,161
184,2,2020-05-25T00:00:00,103,0,127
185,2,2020-05-26T00:00:00,35,0,1123
186,2,2020-05-27T00:00:00,39,0,875
187,2,2020-05-28T00:00:00,106,0,919
188,2,2020-05-29T00:00:00,137,1,1073
189,2,2020-05-30T00:00:00,85,1,357
190,2,2020-05-31T00:00:00,56,0,275
191,2,2020-06-01T00:00:00,109,1,1212
192,2,2020-06-02T00:00:00,89,1,1001
193,2,2020-06-03T00:00:00,127,1,1049
194,2,2020-06-04T00:00:00,148,1,759
195,2,2020-06-05T00:00:00,91,2,100
196,2,2020-06-06T00:00:00,148,0,1
197,3,2020-02-29T00:00:00,0,0,0
198,3,2020-03-02T00:00:00,0,0,0
199,3,2020-03-03T00:00:00,0,0,1
200,3,2020-03-04T00:00:00,0,0,0
201,3,2020-03-05T00:00:00,0,0,1
202,3,2020-03-06T00:00:00,0,0,2
203,3,2020-03-07T00:00:00,0,0,1
204,3,2020-03-08T00:00:00,1,0,4
205,3,2020-03-09T00:00:00,1,0,7
206,3,2020-03-10T00:00:00,0,0,16
207,3,2020-03-11T00:00:00,0,0,4
208,3,2020-03-12T00:00:00,0,0,16
209,3,2020-03-13T00:00:00,1,0,16
210,3,2020-03-14T00:00:00,0,0,9
211,3,2020-03-15T00:00:00,0,0,6
212,3,2020-03-16T00:00:00,0,0,21
213,3,2020-03-17T00:00:00,0,0,34
214,3,2020-03-18T00:00:00,1,0,61
215,3,2020-03-19T00:00:00,1,0,35
216,3,2020-03-20T00:00:00,3,0,63
217,3,2020-03-21T00:00:00,0,0,54
218,3,2020-03-22T00:00:00,2,1,32
219,3,2020-03-23T00:00:00,1,0,92
220,3,2020-03-24T00:00:00,1,0,89
221,3,2020-03-25T00:00:00,1,0,79
222,3,2020-03-26T00:00:00,17,0,90
223,3,2020-03-27T00:00:00,4,0,89
224,3,2020-03-28T00:00:00,4,0,57
225,3,2020-03-29T00:00:00,5,0,56
226,3,2020-03-30T00:00:00,4,1,106
227,3,2020-03-31T00:00:00,12,1,86
228,3,2020-04-01T00:00:00,10,0,128
229,3,2020-04-02T00:00:00,18,1,150
230,3,2020-04-03T00:00:00,14,2,96
231,3,2020-04-04T00:00:00,8,0,65
232,3,2020-04-05T00:00:00,20,4,74
233,3,2020-04-06T00:00:00,18,0,113
234,3,2020-04-07T00:00:00,12,3,94
235,3,2020-04-08T00:00:00,20,2,148
236,3,2020-04-09T00:00:00,23,0,110
237,3,2020-04-10T00:00:00,21,3,97
238,3,2020-04-11T00:00:00,16,0,61
239,3,2020-04-12T00:00:00,12,1,44
240,3,2020-04-13T00:00:00,16,6,420
241,3,2020-04-14T00:00:00,22,1,273
242,3,2020-04-15T00:00:00,58,2,293
243,3,2020-04-16T00:00:00,53,1,270
244,3,2020-04-17T00:00:00,33,3,308
245,3,2020-04-18T00:00:00,13,2,76
246,3,2020-04-19T00:00:00,29,2,80
247,3,2020-04-20T00:00:00,16,6,382
248,3,2020-04-21T00:00:00,13,6,289
249,3,2020-04-22T00:00:00,54,4,379
250,3,2020-04-23T00:00:00,27,1,391
251,3,2020-04-24T00:00:00,34,3,407
252,3,2020-04-25T00:00:00,47,5,148
253,3,2020-04-26T00:00:00,84,3,204
254,3,2020-04-27T00:00:00,28,5,286
255,3,2020-04-28T00:00:00,53,4,363
256,3,2020-04-29T00:00:00,47,2,366
257,3,2020-04-30T00:00:00,44,1,407
258,3,2020-05-01T00:00:00,38,3,452
259,3,2020-05-02T00:00:00,35,1,253
260,3,2020-05-03T00:00:00,70,1,101
261,3,2020-05-04T00:00:00,84,1,370
262,3,2020-05-05T00:00:00,36,1,340
263,3,2020-05-06T00:00:00,33,0,391
264,3,2020-05-07T00:00:00,37,1,476
265,3,2020-05-08T00:00:00,26,1,515
266,3,2020-05-09T00:00:00,23,2,145
267,3,2020-05-10T00:00:00,21,2,84
268,3,2020-05-11T00:00:00,46,0,486
269,3,2020-05-12T00:00:00,16,2,397
270,3,2020-05-13T00:00:00,42,0,692
271,3,2020-05-14T00:00:00,66,3,1035
272,3,2020-05-15T00:00:00,40,2,1046
273,3,2020-05-16T00:00:00,18,0,171
274,3,2020-05-17T00:00:00,39,2,160
275,3,2020-05-18T00:00:00,24,0,549
276,3,2020-05-19T00:00:00,57,0,524
277,3,2020-05-20T00:00:00,45,0,540
278,3,2020-05-21T00:00:00,68,0,740
279,3,2020-05-22T00:00:00,37,0,627
280,3,2020-05-23T00:00:00,41,1,180
281,3,2020-05-24T00:00:00,57,1,136
282,3,2020-05-25T00:00:00,42,1,117
283,3,2020-05-26T00:00:00,48,1,785
284,3,2020-05-27T00:00:00,82,0,604
285,3,2020-05-28T00:00:00,45,2,805
286,3,2020-05-29T00:00:00,148,1,889
287,3,2020-05-30T00:00:00,30,1,174
288,3,2020-05-31T00:00:00,61,0,114
289,3,2020-06-01T00:00:00,71,0,853
290,3,2020-06-02T00:00:00,82,1,638
291,3,2020-06-03T00:00:00,85,0,821
292,3,2020-06-04T00:00:00,95,0,501
293,3,2020-06-05T00:00:00,84,2,44
294,3,2020-06-06T00:00:00,90,1,0
295,4,2020-02-29T00:00:00,0,0,0
296,4,2020-03-02T00:00:00,0,0,0
297,4,2020-03-03T00:00:00,0,0,0
298,4,2020-03-04T00:00:00,0,0,2
299,4,2020-03-05T00:00:00,0,0,0
300,4,2020-03-06T00:00:00,0,0,1
301,4,2020-03-07T00:00:00,0,0,0
302,4,2020-03-08T00:00:00,0,0,0
303,4,2020-03-09T00:00:00,0,0,0
304,4,2020-03-10T00:00:00,0,0,3
305,4,2020-03-11T00:00:00,0,0,3
306,4,2020-03-12T00:00:00,0,0,8
307,4,2020-03-13T00:00:00,0,0,10
308,4,2020-03-14T00:00:00,0,0,4
309,4,2020-03-15T00:00:00,0,0,3
310,4,2020-03-16T00:00:00,0,0,26
311,4,2020-03-17T00:00:00,0,0,17
312,4,2020-03-18T00:00:00,1,0,31
313,4,2020-03-19T00:00:00,1,0,60
314,4,2020-03-20T00:00:00,0,0,45
315,4,2020-03-21T00:00:00,0,0,23
316,4,2020-03-22T00:00:00,0,0,23
317,4,2020-03-23T00:00:00,2,0,70
318,4,2020-03-24T00:00:00,1,0,66
319,4,2020-03-25T00:00:00,4,0,93
320,4,2020-03-26T00:00:00,6,0,92
321,4,2020-03-27T00:00:00,5,1,81
322,4,2020-03-28T00:00:00,2,0,63
323,4,2020-03-29T00:00:00,5,0,53
324,4,2020-03-30T00:00:00,1,1,77
325,4,2020-03-31T00:00:00,5,0,119
326,4,2020-04-01T00:00:00,8,1,109
327,4,2020-04-02T00:00:00,11,0,91
328,4,2020-04-03T00:00:00,8,0,127
329,4,2020-04-04T00:00:00,2,0,55
330,4,2020-04-05T00:00:00,6,0,27
331,4,2020-04-06T00:00:00,11,0,68
332,4,2020-04-07T00:00:00,9,1,93
333,4,2020-04-08T00:00:00,9,1,123
334,4,2020-04-09T00:00:00,6,0,79
335,4,2020-04-10T00:00:00,7,1,116
336,4,2020-04-11T00:00:00,8,1,52
337,4,2020-04-12T00:00:00,7,0,39
338,4,2020-04-13T00:00:00,4,0,93
339,4,2020-04-14T00:00:00,9,1,129
340,4,2020-04-15T00:00:00,10,0,114
341,4,2020-04-16T00:00:00,20,0,163
342,4,2020-04-17T00:00:00,7,0,171
343,4,2020-04-18T00:00:00,25,0,71
344,4,2020-04-19T00:00:00,23,0,82
345,4,2020-04-20T00:00:00,21,0,306
346,4,2020-04-21T00:00:00,36,0,183
347,4,2020-04-22T00:00:00,75,0,199
348,4,2020-04-23T00:00:00,65,0,1130
349,4,2020-04-24T00:00:00,77,0,505
350,4,2020-04-25T00:00:00,290,0,111
351,4,2020-04-26T00:00:00,465,0,103
352,4,2020-04-27T00:00:00,98,0,407
353,4,2020-04-28T00:00:00,42,1,390
354,4,2020-04-29T00:00:00,84,0,423
355,4,2020-04-30T00:00:00,85,0,962
356,4,2020-05-01T00:00:00,30,0,1448
357,4,2020-05-02T00:00:00,165,0,140
358,4,2020-05-03T00:00:00,145,0,117
359,4,2020-05-04T00:00:00,57,2,409
360,4,2020-05-05T00:00:00,58,1,297
361,4,2020-05-06T00:00:00,68,3,449
362,4,2020-05-07T00:00:00,53,0,554
363,4,2020-05-08T00:00:00,56,1,395
364,4,2020-05-09T00:00:00,26,3,254
365,4,2020-05-10T00:00:00,37,0,60
366,4,2020-05-11T00:00:00,51,3,409
367,4,2020-05-12T00:00:00,36,3,403
368,4,2020-05-13T00:00:00,22,1,405
369,4,2020-05-14T00:00:00,33,3,410
370,4,2020-05-15T00:00:00,44,0,561
371,4,2020-05-16T00:00:00,27,1,127
372,4,2020-05-17T00:00:00,19,2,75
373,4,2020-05-18T00:00:00,37,3,581
374,4,2020-05-19T00:00:00,47,1,478
375,4,2020-05-20T00:00:00,58,0,476
376,4,2020-05-21T00:00:00,31,2,487
377,4,2020-05-22T00:00:00,34,2,497
378,4,2020-05-23T00:00:00,41,0,185
379,4,2020-05-24T00:00:00,25,0,84
380,4,2020-05-25T00:00:00,13,1,120
381,4,2020-05-26T00:00:00,16,0,348
382,4,2020-05-27T00:00:00,8,0,282
383,4,2020-05-28T00:00:00,18,0,303
384,4,2020-05-29T00:00:00,14,0,474
385,4,2020-05-30T00:00:00,19,0,132
386,4,2020-05-31T00:00:00,20,0,79
387,4,2020-06-01T00:00:00,18,1,458
388,4,2020-06-02T00:00:00,5,1,237
389,4,2020-06-03T00:00:00,18,0,412
390,4,2020-06-04T00:00:00,12,3,303
391,4,2020-06-05T00:00:00,17,1,31
392,4,2020-06-06T00:00:00,17,0,1
393,5,2020-02-29T00:00:00,0,0,0
394,5,2020-03-02T00:00:00,0,0,2
395,5,2020-03-03T00:00:00,0,0,2
396,5,2020-03-04T00:00:00,0,0,2
397,5,2020-03-05T00:00:00,0,0,0
398,5,2020-03-06T00:00:00,1,0,2
399,5,2020-03-07T00:00:00,0,0,3
400,5,2020-03-08T00:00:00,2,0,4
401,5,2020-03-09T00:00:00,0,0,9
402,5,2020-03-10T00:00:00,4,0,20
403,5,2020-03-11T00:00:00,1,0,23
404,5,2020-03-12T00:00:00,0,0,86
405,5,2020-03-13T00:00:00,1,0,115
406,5,2020-03-14T00:00:00,0,0,56
407,5,2020-03-15T00:00:00,8,1,52
408,5,2020-03-16T00:00:00,0,1,244
409,5,2020-03-17T00:00:00,4,2,274
410,5,2020-03-18T00:00:00,8,0,271
411,5,2020-03-19T00:00:00,12,0,403
412,5,2020-03-20T00:00:00,31,4,1021
413,5,2020-03-21T00:00:00,53,4,278
414,5,2020-03-22T00:00:00,39,3,680
415,5,2020-03-23T00:00:00,63,4,577
416,5,2020-03-24T00:00:00,86,3,769
417,5,2020-03-25T00:00:00,98,3,1334
418,5,2020-03-26T00:00:00,196,5,1585
419,5,2020-03-27T00:00:00,163,1,1122
420,5,2020-03-28T00:00:00,170,8,750
421,5,2020-03-29T00:00:00,189,11,1119
422,5,2020-03-30T00:00:00,216,7,768
423,5,2020-03-31T00:00:00,273,10,1133
424,5,2020-04-01T00:00:00,254,11,1285
425,5,2020-04-02T00:00:00,179,12,1365
426,5,2020-04-03T00:00:00,267,20,1496
427,5,2020-04-04T00:00:00,270,17,919
428,5,2020-04-05T00:00:00,321,18,502
429,5,2020-04-06T00:00:00,294,14,1117
430,5,2020-04-07T00:00:00,233,20,1224
431,5,2020-04-08T00:00:00,167,11,1438
432,5,2020-04-09T00:00:00,304,20,1288
433,5,2020-04-10T00:00:00,206,15,1340
434,5,2020-04-11T00:00:00,246,8,742
435,5,2020-04-12T00:00:00,177,19,224
436,5,2020-04-13T00:00:00,96,13,1230
437,5,2020-04-14T00:00:00,208,29,1450
438,5,2020-04-15T00:00:00,166,18,1137
439,5,2020-04-16T00:00:00,286,18,1608
440,5,2020-04-17T00:00:00,197,17,1853
441,5,2020-04-18T00:00:00,355,13,712
442,5,2020-04-19T00:00:00,243,18,328
443,5,2020-04-20T00:00:00,186,22,1332
444,5,2020-04-21T00:00:00,134,25,1421
445,5,2020-04-22T00:00:00,272,25,1391
446,5,2020-04-23T00:00:00,237,25,1069
447,5,2020-04-24T00:00:00,298,20,1021
448,5,2020-04-25T00:00:00,113,22,1003
449,5,2020-04-26T00:00:00,165,13,492
450,5,2020-04-27T00:00:00,207,22,1567
451,5,2020-04-28T00:00:00,279,19,1864
452,5,2020-04-29T00:00:00,294,24,1994
453,5,2020-04-30T00:00:00,354,20,1713
454,5,2020-05-01T00:00:00,358,9,1923
455,5,2020-05-02T00:00:00,267,25,1509
456,5,2020-05-03T00:00:00,205,13,680
457,5,2020-05-04T00:00:00,149,22,2037
458,5,2020-05-05T00:00:00,469,14,1784
459,5,2020-05-06T00:00:00,226,24,1786
460,5,2020-05-07T00:00:00,236,16,1739
461,5,2020-05-08T00:00:00,270,11,1915
462,5,2020-05-09T00:00:00,132,11,913
463,5,2020-05-10T00:00:00,240,12,379
464,5,2020-05-11T00:00:00,181,15,2181
465,5,2020-05-12T00:00:00,115,16,2671
466,5,2020-05-13T00:00:00,247,12,2651
467,5,2020-05-14T00:00:00,239,20,2483
468,5,2020-05-15T00:00:00,222,13,2480
469,5,2020-05-16T00:00:00,212,12,1014
470,5,2020-05-17T00:00:00,155,15,514
471,5,2020-05-18T00:00:00,189,10,2778
472,5,2020-05-19T00:00:00,161,10,2279
473,5,2020-05-20T00:00:00,243,17,1680
474,5,2020-05-21T00:00:00,151,12,2061
475,5,2020-05-22T00:00:00,151,8,2198
476,5,2020-05-23T00:00:00,129,11,771
477,5,2020-05-24T00:00:00,80,3,574
478,5,2020-05-25T00:00:00,113,5,650
479,5,2020-05-26T00:00:00,141,7,2114
480,5,2020-05-27T00:00:00,229,6,1706
481,5,2020-05-28T00:00:00,139,8,1781
482,5,2020-05-29T00:00:00,171,4,2003
483,5,2020-05-30T00:00:00,114,4,827
484,5,2020-05-31T00:00:00,66,6,465
485,5,2020-06-01T00:00:00,103,4,2056
486,5,2020-06-02T00:00:00,112,5,1430
487,5,2020-06-03T00:00:00,90,12,1454
